S?ra N,Status N,?craç?,Yükgönd?r?n,Yükalan,Yükün ad?,Pallet say?,Ç?kisi,Kub,Yükl?m? tarixi,Ma??n?n nömr?si,,Çexiyadan veril?n qiym?t EUR,Biz verdiyimiz qiym?t EUR,Biz verdiyimiz qiym?t USD,Biz verdiyimiz qiym?t AZN,Da??y?c?dan veril?n qiym?t EUR,Da??y?c?dan veril?n qiym?t USD,Da??y?c?dan veril?n qiym?t AZN,Da??y?c?ya na?d öd?ni? EUR,Da??y?c?ya na?d öd?ni? USD,Da??y?c?ya na?d öd?ni? AZN,Da??y?c?ya köçürm? öd?ni? Çexiya hesab? EUR,Da??y?c?ya köçürm? öd?ni? Çexiya hesab? USD,Da??y?c?ya köçürm? öd?ni? Çexiya hesab? AZN,Da??y?c?ya köçürm? öd?ni? Türkiy? hesab? EUR,Da??y?c?ya köçürm? öd?ni? Türkiy? hesab? USD,Da??y?c?ya köçürm? öd?ni? Türkiy? hesab? AZN,Da??y?c?ya köçürm? öd?ni? Az?rbaycanhesab? EUR,Da??y?c?ya köçürm? öd?ni? Az?rbaycanhesab? USD,Da??y?c?ya köçürm? öd?ni? Az?rbaycanhesab? AZN,Da??y?c?ya köçürm? öd?ni? Türkiy? hesab? USD,Da??y?c?ya köçürm? öd?ni? Türkiy? hesab? USD,Da??y?c?ya köçürm? öd?ni? Türkiy? hesab? USD,Da??y?c?ya köçürm? öd?ni? Türkiy? hesab? USD,Da??y?c?ya qal?q m?bl?? EUR,Da??y?c?ya qal?q m?bl?? USD,Da??y?c?ya qal?q m?bl?? AZN,Dig?r x?rcl?r EUR,Dig?r x?rcl?r USD,Dig?r x?rcl?r AZN,QEYD,?nvoice tarixi v? nömr?si,?nvoice m?bl??i EUR,?nvoice m?bl??i USD,?nvoice m?bl??i AZN,?nvoice fayl,Qaim? nömr?si,Na?d alaca??m?z EUR,Na?d alaca??m?z USD,Na?d alaca??m?z AZN,Öd?ni? Çexiya daxil olan EUR ,Öd?ni? Çexiya daxil olan USD ,Öd?ni? Çexiya daxil olan AZN ,Öd?ni? Türkiy? daxil olan EUR ,Öd?ni? Türkiy? daxil olan USD ,Öd?ni? Türkiy? daxil olan AZN ,Öd?ni? Az?rbaycan daxil olan EUR ,Öd?ni? Az?rbaycan daxil olan USD ,Öd?ni? Az?rbaycan daxil olan AZN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15789,Ayisha,21502 Geesthacht (DE),AZZA CJSC,Bal,33,20t,180m3,01.05.2022,99 JB 216 / 34 AG 8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
